1.2	470	-5.65	300	1.45	0.18
3.1	155	-2.45	525	3.70	0.13
5.2	145	-3.55	460	2.65	0.18
4.2	155	-3.8	500	2.45	0.11
3.2	185	-4.4	490	2.1	0.1
6.2	195	-4.8	225	1.6	0.12
2.2	230	-5.8	100	-0.5	0.12
1.1	150	3.45	750	10.9	0.16
2.1	130	1.2	700	6.8	0.1
4.1	270	2.55	680	9.75	0.16
5.1	255	-0.75	970	6.1	0.15
6.1	290	-3.5	850	3.2	0.13
